# meteo data from ECHO meteo data at EPFL
# time is timestamp yyyy-mm-dd HH:MM
# T is air temperature in degree Celsius
# rh is relative humidity in %
time,T,rh
2018-02-05 00:00,2.46,68
2018-02-05 00:15,2.5,69
2018-02-05 00:30,2.53,69
2018-02-05 00:45,2.58,70
2018-02-05 01:00,2.47,71
2018-02-05 01:15,2.38,72
2018-02-05 01:30,2.26,73
2018-02-05 01:45,2.15,74
2018-02-05 02:00,2.09,75
2018-02-05 02:15,2.05,75
2018-02-05 02:30,2,76
2018-02-05 02:45,1.99,77
2018-02-05 03:00,1.88,78
2018-02-05 03:15,1.72,80
2018-02-05 03:30,1.57,81
2018-02-05 03:45,1.43,83
2018-02-05 04:00,1.32,83
2018-02-05 04:15,1.27,83
2018-02-05 04:30,1.35,83
2018-02-05 04:45,1.33,83
2018-02-05 05:00,1.33,83
2018-02-05 05:15,1.36,82
2018-02-05 05:30,1.38,82
2018-02-05 05:45,1.35,82
2018-02-05 06:00,1.22,82
2018-02-05 06:15,1.01,82
2018-02-05 06:30,0.92,83
2018-02-05 06:45,0.99,83
2018-02-05 07:00,1.04,82
2018-02-05 07:15,1.14,82
2018-02-05 07:30,1.16,82
2018-02-05 07:45,1.13,82
2018-02-05 08:00,1.13,82
2018-02-05 08:15,1.24,81
2018-02-05 08:30,1.31,81
2018-02-05 08:45,1.44,80
2018-02-05 09:00,1.49,79
2018-02-05 09:15,1.67,79
2018-02-05 09:30,1.84,78
2018-02-05 09:45,1.99,77
2018-02-05 10:00,2.2,77
2018-02-05 10:15,2.32,76
2018-02-05 10:30,2.44,75
2018-02-05 10:45,2.59,75
2018-02-05 11:00,2.74,75
2018-02-05 11:15,2.87,76
2018-02-05 11:30,2.94,77
2018-02-05 11:45,3.23,78
2018-02-05 12:00,3.56,77
2018-02-05 12:15,4.04,75
2018-02-05 12:30,4.17,73
2018-02-05 12:45,3.8,73
2018-02-05 13:00,3.63,73
2018-02-05 13:15,3.68,73
2018-02-05 13:30,3.77,73
2018-02-05 13:45,3.74,72
2018-02-05 14:00,3.66,73
2018-02-05 14:15,3.67,73
2018-02-05 14:30,3.7,72
2018-02-05 14:45,3.58,72
2018-02-05 15:00,3.94,71
2018-02-05 15:15,4.24,69
2018-02-05 15:30,4.41,68
2018-02-05 15:45,4.99,67
2018-02-05 16:00,4.23,68
2018-02-05 16:15,4.11,68
2018-02-05 16:30,3.75,69
2018-02-05 16:45,3.51,70
2018-02-05 17:00,3.23,71
2018-02-05 17:15,2.77,73
2018-02-05 17:30,2.57,73
2018-02-05 17:45,2.58,74
2018-02-05 18:00,2.62,74
2018-02-05 18:15,2.63,74
2018-02-05 18:30,2.61,73
2018-02-05 18:45,2.58,73
2018-02-05 19:00,2.59,73
2018-02-05 19:15,2.44,74
2018-02-05 19:30,2.27,74
2018-02-05 19:45,2.16,74
2018-02-05 20:00,1.98,74
2018-02-05 20:15,1.89,74
2018-02-05 20:30,1.86,75
2018-02-05 20:45,1.87,75
2018-02-05 21:00,1.87,75
2018-02-05 21:15,1.9,75
2018-02-05 21:30,1.9,75
2018-02-05 21:45,1.86,76
2018-02-05 22:00,1.79,76
2018-02-05 22:15,1.82,75
2018-02-05 22:30,1.86,75
2018-02-05 22:45,1.87,76
2018-02-05 23:00,1.78,76
2018-02-05 23:15,1.79,76
2018-02-05 23:30,1.67,77
2018-02-05 23:45,1.72,76
2018-02-06 00:00,1.68,77
2018-02-06 00:15,1.63,76
2018-02-06 00:30,1.51,76
2018-02-06 00:45,1.4,77
2018-02-06 01:00,1.3,77
2018-02-06 01:15,1.29,77
2018-02-06 01:30,1.24,77
2018-02-06 01:45,1.14,78
2018-02-06 02:00,1.1,78
2018-02-06 02:15,1.05,78
2018-02-06 02:30,0.99,78
2018-02-06 02:45,0.92,78
2018-02-06 03:00,0.84,78
2018-02-06 03:15,0.74,78
2018-02-06 03:30,0.72,78
2018-02-06 03:45,0.71,78
2018-02-06 04:00,0.7,79
2018-02-06 04:15,0.66,79
2018-02-06 04:30,0.63,79
2018-02-06 04:45,0.61,79
2018-02-06 05:00,0.59,79
2018-02-06 05:15,0.5,79
2018-02-06 05:30,0.45,79
2018-02-06 05:45,0.44,79
2018-02-06 06:00,0.49,79
2018-02-06 06:15,0.54,79
2018-02-06 06:30,0.61,79
2018-02-06 06:45,0.56,78
2018-02-06 07:00,0.46,78
2018-02-06 07:15,0.29,78
2018-02-06 07:30,0.2,78
2018-02-06 07:45,0.11,78
2018-02-06 08:00,0.2,78
2018-02-06 08:15,0.29,78
2018-02-06 08:30,0.43,78
2018-02-06 08:45,0.52,78
2018-02-06 09:00,0.75,78
2018-02-06 09:15,1.14,77
2018-02-06 09:30,1.44,76
2018-02-06 09:45,1.99,75
2018-02-06 10:00,2.7,73
2018-02-06 10:15,2.77,73
2018-02-06 10:30,2.64,73
2018-02-06 10:45,3.94,71
2018-02-06 11:00,4.39,70
2018-02-06 11:15,4.67,69
2018-02-06 11:30,4.86,68
2018-02-06 11:45,5.15,67
2018-02-06 12:00,5.52,65
2018-02-06 12:15,6.1,65
2018-02-06 12:30,6.06,66
2018-02-06 12:45,6.06,67
2018-02-06 13:00,5.83,68
2018-02-06 13:15,5.99,67
2018-02-06 13:30,6.51,68
2018-02-06 13:45,6.17,68
2018-02-06 14:00,6.26,69
2018-02-06 14:15,6.41,69
2018-02-06 14:30,6.67,67
2018-02-06 14:45,6.95,67
2018-02-06 15:00,6.75,67
2018-02-06 15:15,6.78,67
2018-02-06 15:30,6.67,68
2018-02-06 15:45,6.6,69
2018-02-06 16:00,6.26,69
2018-02-06 16:15,4.96,70
2018-02-06 16:30,4.38,71
2018-02-06 16:45,3.87,72
2018-02-06 17:00,3.02,75
2018-02-06 17:15,2.56,77
2018-02-06 17:30,2.18,78
2018-02-06 17:45,2,79
2018-02-06 18:00,1.78,80
2018-02-06 18:15,1.59,81
2018-02-06 18:30,1.49,81
2018-02-06 18:45,1.38,82
2018-02-06 19:00,1.12,82
2018-02-06 19:15,0.97,82
2018-02-06 19:30,0.85,83
2018-02-06 19:45,0.85,83
2018-02-06 20:00,0.8,83
2018-02-06 20:15,0.68,84
2018-02-06 20:30,0.61,84
2018-02-06 20:45,0.51,84
2018-02-06 21:00,0.27,85
2018-02-06 21:15,0.05,86
2018-02-06 21:30,-0.01,86
2018-02-06 21:45,-0.1,86
2018-02-06 22:00,-0.16,87
2018-02-06 22:15,-0.1,87
2018-02-06 22:30,0.01,87
2018-02-06 22:45,0.11,87
2018-02-06 23:00,0.22,88
2018-02-06 23:15,0.44,87
2018-02-06 23:30,0.63,86
2018-02-06 23:45,0.66,86
2018-02-07 00:00,0.75,85
2018-02-07 00:15,0.84,85
2018-02-07 00:30,0.98,85
2018-02-07 00:45,1.09,86
2018-02-07 01:00,1.28,85
2018-02-07 01:15,1.28,85
2018-02-07 01:30,1.21,85
2018-02-07 01:45,1.11,85
2018-02-07 02:00,1.28,85
2018-02-07 02:15,1.59,84
2018-02-07 02:30,2.02,82
2018-02-07 02:45,2.45,78
2018-02-07 03:00,2.66,76
2018-02-07 03:15,2.69,74
2018-02-07 03:30,2.73,73
2018-02-07 03:45,2.82,72
2018-02-07 04:00,2.71,72
2018-02-07 04:15,2.56,72
2018-02-07 04:30,2.52,71
2018-02-07 04:45,2.51,71
2018-02-07 05:00,2.51,71
2018-02-07 05:15,2.51,70
2018-02-07 05:30,2.58,69
2018-02-07 05:45,2.53,70
2018-02-07 06:00,2.48,70
2018-02-07 06:15,2.51,70
2018-02-07 06:30,2.61,70
2018-02-07 06:45,2.61,71
2018-02-07 07:00,2.59,71
2018-02-07 07:15,2.58,71
2018-02-07 07:30,2.58,71
2018-02-07 07:45,2.55,71
2018-02-07 08:00,2.55,71
2018-02-07 08:15,2.58,72
2018-02-07 08:30,2.51,73
2018-02-07 08:45,2.44,74
2018-02-07 09:00,2.68,75
2018-02-07 09:15,2.89,74
2018-02-07 09:30,2.91,74
2018-02-07 09:45,2.84,75
2018-02-07 10:00,2.8,76
2018-02-07 10:15,2.85,76
2018-02-07 10:30,2.89,75
2018-02-07 10:45,3.01,75
2018-02-07 11:00,3.12,73
2018-02-07 11:15,3.27,73
2018-02-07 11:30,3.37,73
2018-02-07 11:45,3.36,73
2018-02-07 12:00,3.58,74
2018-02-07 12:15,3.54,75
2018-02-07 12:30,3.67,75
2018-02-07 12:45,3.69,75
2018-02-07 13:00,3.65,74
2018-02-07 13:15,3.71,72
2018-02-07 13:30,3.6,71
2018-02-07 13:45,3.57,71
2018-02-07 14:00,3.58,71
2018-02-07 14:15,3.63,71
2018-02-07 14:30,3.71,70
2018-02-07 14:45,3.76,69
2018-02-07 15:00,3.76,68
2018-02-07 15:15,3.84,69
2018-02-07 15:30,3.8,68
2018-02-07 15:45,3.67,69
2018-02-07 16:00,3.4,68
2018-02-07 16:15,3.32,67
2018-02-07 16:30,3.18,68
2018-02-07 16:45,3.14,69
2018-02-07 17:00,3.08,68
2018-02-07 17:15,3.01,67
2018-02-07 17:30,2.95,67
2018-02-07 17:45,2.84,67
2018-02-07 18:00,2.75,67
2018-02-07 18:15,2.63,66
2018-02-07 18:30,2.57,66
2018-02-07 18:45,2.52,66
2018-02-07 19:00,2.47,66
2018-02-07 19:15,2.46,66
2018-02-07 19:30,2.48,66
2018-02-07 19:45,2.46,66
2018-02-07 20:00,2.44,66
2018-02-07 20:15,2.38,66
2018-02-07 20:30,2.32,67
2018-02-07 20:45,2.28,68
2018-02-07 21:00,2.27,68
2018-02-07 21:15,2.27,68
2018-02-07 21:30,2.26,69
2018-02-07 21:45,2.32,68
2018-02-07 22:00,2.36,68
2018-02-07 22:15,2.33,69
2018-02-07 22:30,2.32,70
2018-02-07 22:45,2.3,71
2018-02-07 23:00,2.29,72
2018-02-07 23:15,2.29,73
2018-02-07 23:30,2.3,73
2018-02-07 23:45,2.38,73
2018-02-08 00:00,2.38,73
2018-02-08 00:15,2.34,73
2018-02-08 00:30,2.33,72
2018-02-08 00:45,2.3,73
2018-02-08 01:00,2.28,73
2018-02-08 01:15,2.31,72
2018-02-08 01:30,2.3,73
2018-02-08 01:45,2.27,73
2018-02-08 02:00,2.29,73
2018-02-08 02:15,2.21,74
2018-02-08 02:30,2.22,74
2018-02-08 02:45,2.3,74
2018-02-08 03:00,2.3,74
2018-02-08 03:15,2.25,74
2018-02-08 03:30,2.27,74
2018-02-08 03:45,2.31,74
2018-02-08 04:00,2.31,72
2018-02-08 04:15,2.32,70
2018-02-08 04:30,2.33,69
2018-02-08 04:45,2.23,69
2018-02-08 05:00,2.13,70
2018-02-08 05:15,2.03,70
2018-02-08 05:30,1.74,71
2018-02-08 05:45,1.82,71
2018-02-08 06:00,2.01,71
2018-02-08 06:15,2.09,71
2018-02-08 06:30,2.12,71
2018-02-08 06:45,2.12,71
2018-02-08 07:00,2.07,72
2018-02-08 07:15,2.06,72
2018-02-08 07:30,2.05,72
2018-02-08 07:45,2.03,72
2018-02-08 08:00,2.03,72
2018-02-08 08:15,2.02,72
2018-02-08 08:30,2.05,72
2018-02-08 08:45,2.09,71
2018-02-08 09:00,2.16,70
2018-02-08 09:15,2.24,69
2018-02-08 09:30,2.33,69
2018-02-08 09:45,2.45,68
2018-02-08 10:00,2.74,68
2018-02-08 10:15,3.72,66
2018-02-08 10:30,3.49,66
2018-02-08 10:45,4.03,66
2018-02-08 11:00,4.09,65
2018-02-08 11:15,4.5,64
2018-02-08 11:30,5.19,63
2018-02-08 11:45,6.07,62
2018-02-08 12:00,5.86,62
2018-02-08 12:15,5.32,63
2018-02-08 12:30,5.59,62
2018-02-08 12:45,5.53,63
2018-02-08 13:00,5.52,63
2018-02-08 13:15,5.51,62
2018-02-08 13:30,5.68,62
2018-02-08 13:45,6.41,60
2018-02-08 14:00,7.39,58
2018-02-08 14:15,6.21,61
2018-02-08 14:30,5.75,62
2018-02-08 14:45,5.17,62
2018-02-08 15:00,5.08,62
2018-02-08 15:15,5.13,62
2018-02-08 15:30,5.07,61
2018-02-08 15:45,4.95,62
2018-02-08 16:00,4.62,64
2018-02-08 16:15,4.6,64
2018-02-08 16:30,4.48,64
2018-02-08 16:45,4.24,63
2018-02-08 17:00,4.02,64
2018-02-08 17:15,3.92,65
2018-02-08 17:30,3.66,64
2018-02-08 17:45,3.25,65
2018-02-08 18:00,2.84,66
2018-02-08 18:15,2.49,67
2018-02-08 18:30,2.2,67
2018-02-08 18:45,1.99,68
2018-02-08 19:00,1.78,69
2018-02-08 19:15,1.48,71
2018-02-08 19:30,1.13,73
2018-02-08 19:45,1.03,74
2018-02-08 20:00,0.97,75
2018-02-08 20:15,0.91,75
2018-02-08 20:30,0.81,76
2018-02-08 20:45,0.7,77
2018-02-08 21:00,0.64,77
2018-02-08 21:15,0.54,78
2018-02-08 21:30,0.42,78
2018-02-08 21:45,0.38,78
2018-02-08 22:00,0.35,78
2018-02-08 22:15,0.22,77
2018-02-08 22:30,0.15,77
2018-02-08 22:45,0.19,77
2018-02-08 23:00,0.33,77
2018-02-08 23:15,0.29,78
2018-02-08 23:30,0.27,78
2018-02-08 23:45,0.35,79
2018-02-09 00:00,0.43,79
2018-02-09 00:15,0.38,79
2018-02-09 00:30,0.36,79
2018-02-09 00:45,0.35,78
2018-02-09 01:00,0.4,78
2018-02-09 01:15,0.86,78
2018-02-09 01:30,1.05,78
2018-02-09 01:45,1.11,77
2018-02-09 02:00,1.18,77
2018-02-09 02:15,1.11,77
2018-02-09 02:30,0.91,78
2018-02-09 02:45,0.89,78
2018-02-09 03:00,0.9,77
2018-02-09 03:15,0.79,77
2018-02-09 03:30,0.61,78
2018-02-09 03:45,0.65,78
2018-02-09 04:00,0.81,78
2018-02-09 04:15,0.93,78
2018-02-09 04:30,1.06,78
2018-02-09 04:45,1.22,77
2018-02-09 05:00,1.29,77
2018-02-09 05:15,1.31,77
2018-02-09 05:30,1.35,77
2018-02-09 05:45,1.34,77
2018-02-09 06:00,1.33,77
2018-02-09 06:15,1.37,77
2018-02-09 06:30,1.34,77
2018-02-09 06:45,1.37,77
2018-02-09 07:00,1.44,77
2018-02-09 07:15,1.43,77
2018-02-09 07:30,1.4,77
2018-02-09 07:45,1.41,77
2018-02-09 08:00,1.46,77
2018-02-09 08:15,1.51,77
2018-02-09 08:30,1.61,77
2018-02-09 08:45,1.79,76
2018-02-09 09:00,1.97,75
2018-02-09 09:15,1.95,76
2018-02-09 09:30,2,76
2018-02-09 09:45,2.25,75
2018-02-09 10:00,2.37,74
2018-02-09 10:15,2.58,74
2018-02-09 10:30,2.79,73
2018-02-09 10:45,3.11,72
2018-02-09 11:00,3.41,71
2018-02-09 11:15,3.6,71
2018-02-09 11:30,3.93,70
2018-02-09 11:45,4.12,70
2018-02-09 12:00,4.29,68
2018-02-09 12:15,4.32,67
2018-02-09 12:30,4.79,67
2018-02-09 12:45,4.91,66
2018-02-09 13:00,5.42,65
2018-02-09 13:15,6.31,63
2018-02-09 13:30,6.3,64
2018-02-09 13:45,6.23,65
2018-02-09 14:00,6.52,64
2018-02-09 14:15,6.8,63
2018-02-09 14:30,6.68,62
2018-02-09 14:45,6.95,60
2018-02-09 15:00,7.03,58
2018-02-09 15:15,7.14,57
2018-02-09 15:30,7.14,57
2018-02-09 15:45,7,58
2018-02-09 16:00,6.84,59
2018-02-09 16:15,5.84,59
2018-02-09 16:30,4.73,64
2018-02-09 16:45,4.29,66
2018-02-09 17:00,4.01,67
2018-02-09 17:15,3.76,68
2018-02-09 17:30,3.51,68
2018-02-09 17:45,3.17,69
2018-02-09 18:00,2.93,70
2018-02-09 18:15,2.7,70
2018-02-09 18:30,2.22,72
2018-02-09 18:45,1.55,74
2018-02-09 19:00,1.15,76
2018-02-09 19:15,1.25,77
2018-02-09 19:30,1.98,76
2018-02-09 19:45,2.12,77
2018-02-09 20:00,1.88,78
2018-02-09 20:15,1.78,78
2018-02-09 20:30,1.83,78
2018-02-09 20:45,1.95,78
2018-02-09 21:00,2.07,78
2018-02-09 21:15,2.13,78
2018-02-09 21:30,2.08,78
2018-02-09 21:45,1.79,79
2018-02-09 22:00,1.65,79
2018-02-09 22:15,1.53,79
2018-02-09 22:30,1.7,79
2018-02-09 22:45,2.02,79
2018-02-09 23:00,2.17,78
2018-02-09 23:15,2.08,77
2018-02-09 23:30,1.98,76
2018-02-09 23:45,1.98,77
2018-02-10 00:00,2.07,77
2018-02-10 00:15,2.25,76
2018-02-10 00:30,2.18,77
2018-02-10 00:45,2.06,79
2018-02-10 01:00,1.9,81
2018-02-10 01:15,1.54,83
2018-02-10 01:30,1.4,86
2018-02-10 01:45,1.44,88
2018-02-10 02:00,1.51,89
2018-02-10 02:15,1.56,90
2018-02-10 02:30,1.58,90
2018-02-10 02:45,1.66,89
2018-02-10 03:00,1.64,88
2018-02-10 03:15,1.67,87
2018-02-10 03:30,1.64,87
2018-02-10 03:45,1.62,88
2018-02-10 04:00,1.65,88
2018-02-10 04:15,1.63,88
2018-02-10 04:30,1.64,87
2018-02-10 04:45,1.62,87
2018-02-10 05:00,1.57,87
2018-02-10 05:15,1.49,88
2018-02-10 05:30,1.49,88
2018-02-10 05:45,1.49,88
2018-02-10 06:00,1.57,88
2018-02-10 06:15,1.45,88
2018-02-10 06:30,1.47,87
2018-02-10 06:45,1.56,87
2018-02-10 07:00,1.5,87
2018-02-10 07:15,1.47,88
2018-02-10 07:30,1.43,88
2018-02-10 07:45,1.57,88
2018-02-10 08:00,1.82,86
2018-02-10 08:15,1.73,86
2018-02-10 08:30,1.54,86
2018-02-10 08:45,1.65,87
2018-02-10 09:00,1.7,85
2018-02-10 09:15,2.04,80
2018-02-10 09:30,2.18,75
2018-02-10 09:45,2.2,72
2018-02-10 10:00,2.44,72
2018-02-10 10:15,2.81,70
2018-02-10 10:30,3.02,69
2018-02-10 10:45,3.49,66
2018-02-10 11:00,3.82,63
2018-02-10 11:15,4.22,63
2018-02-10 11:30,4.73,61
2018-02-10 11:45,4.73,59
2018-02-10 12:00,5.08,58
2018-02-10 12:15,5.33,59
2018-02-10 12:30,5.31,58
2018-02-10 12:45,5.62,56
2018-02-10 13:00,5.87,55
2018-02-10 13:15,5.59,58
2018-02-10 13:30,5.31,58
2018-02-10 13:45,5.29,55
2018-02-10 14:00,5,56
2018-02-10 14:15,4.69,58
2018-02-10 14:30,4.56,59
2018-02-10 14:45,4.47,59
2018-02-10 15:00,4.32,58
2018-02-10 15:15,4.27,60
2018-02-10 15:30,4.21,59
2018-02-10 15:45,4.21,58
2018-02-10 16:00,4.11,57
2018-02-10 16:15,3.99,57
2018-02-10 16:30,3.84,57
2018-02-10 16:45,3.75,58
2018-02-10 17:00,3.6,59
2018-02-10 17:15,3.52,59
2018-02-10 17:30,3.45,59
2018-02-10 17:45,3.31,60
2018-02-10 18:00,3.2,60
2018-02-10 18:15,3.22,60
2018-02-10 18:30,3.27,60
2018-02-10 18:45,3.27,60
2018-02-10 19:00,3.22,60
2018-02-10 19:15,3.1,62
2018-02-10 19:30,2.98,63
2018-02-10 19:45,2.87,62
2018-02-10 20:00,2.7,63
2018-02-10 20:15,2.64,63
2018-02-10 20:30,2.63,63
2018-02-10 20:45,2.6,63
2018-02-10 21:00,2.55,63
2018-02-10 21:15,2.51,63
2018-02-10 21:30,2.43,63
2018-02-10 21:45,2.4,63
2018-02-10 22:00,2.37,63
2018-02-10 22:15,2.33,62
2018-02-10 22:30,2.27,61
2018-02-10 22:45,2.25,61
2018-02-10 23:00,2.22,60
2018-02-10 23:15,2.2,60
2018-02-10 23:30,2.17,60
2018-02-10 23:45,2.15,59
2018-02-11 00:00,2.16,59
2018-02-11 00:15,2.13,59
2018-02-11 00:30,2.11,59
2018-02-11 00:45,2.18,58
2018-02-11 01:00,2.19,59
2018-02-11 01:15,2.08,59
2018-02-11 01:30,1.95,59
2018-02-11 01:45,1.79,59
2018-02-11 02:00,1.5,60
2018-02-11 02:15,1.55,61
2018-02-11 02:30,1.56,63
2018-02-11 02:45,1.4,63
2018-02-11 03:00,1.39,63
2018-02-11 03:15,1.11,67
2018-02-11 03:30,1.06,68
2018-02-11 03:45,1.33,67
2018-02-11 04:00,1.45,68
2018-02-11 04:15,1.68,68
2018-02-11 04:30,2.25,67
2018-02-11 04:45,2.57,66
2018-02-11 05:00,2.73,66
2018-02-11 05:15,2.8,67
2018-02-11 05:30,2.78,68
2018-02-11 05:45,2.76,69
2018-02-11 06:00,2.54,71
2018-02-11 06:15,2.33,71
2018-02-11 06:30,2.32,70
2018-02-11 06:45,2.52,70
2018-02-11 07:00,2.54,68
2018-02-11 07:15,2.51,64
2018-02-11 07:30,2.53,64
2018-02-11 07:45,2.53,64
2018-02-11 08:00,2.58,66
2018-02-11 08:15,2.67,68
2018-02-11 08:30,2.66,70
2018-02-11 08:45,2.57,72
2018-02-11 09:00,2.28,75
2018-02-11 09:15,2.08,77
2018-02-11 09:30,1.88,82
2018-02-11 09:45,1.59,87
2018-02-11 10:00,1.55,88
2018-02-11 10:15,1.57,89
2018-02-11 10:30,1.53,89
2018-02-11 10:45,1.49,89
2018-02-11 11:00,1.33,90
2018-02-11 11:15,1.02,91
2018-02-11 11:30,1.22,93
2018-02-11 11:45,1.7,92
2018-02-11 12:00,2.36,91
2018-02-11 12:15,2.53,89
2018-02-11 12:30,2.58,87
2018-02-11 12:45,2.15,86
2018-02-11 13:00,2.01,88
2018-02-11 13:15,2.43,89
2018-02-11 13:30,2.73,89
2018-02-11 13:45,2.97,88
2018-02-11 14:00,2.92,88
2018-02-11 14:15,2.79,89
2018-02-11 14:30,2.73,89
2018-02-11 14:45,2.71,89
2018-02-11 15:00,2.56,90
2018-02-11 15:15,2.74,90
2018-02-11 15:30,3.02,91
2018-02-11 15:45,2.83,91
2018-02-11 16:00,2.73,92
2018-02-11 16:15,2.65,92
2018-02-11 16:30,2.57,92
2018-02-11 16:45,2.62,92
2018-02-11 17:00,2.54,92
2018-02-11 17:15,2.59,93
2018-02-11 17:30,2.62,93
2018-02-11 17:45,2.67,93
2018-02-11 18:00,2.81,93
2018-02-11 18:15,2.96,93
2018-02-11 18:30,3.14,93
2018-02-11 18:45,3.63,93
2018-02-11 19:00,3.95,93
2018-02-11 19:15,4.12,92
2018-02-11 19:30,3.87,92
2018-02-11 19:45,3.73,92
2018-02-11 20:00,3.71,93
2018-02-11 20:15,3.84,93
2018-02-11 20:30,4.29,92
2018-02-11 20:45,4.7,88
2018-02-11 21:00,4.72,86
2018-02-11 21:15,4.08,88
2018-02-11 21:30,3.88,91
2018-02-11 21:45,4.07,91
2018-02-11 22:00,4.24,89
2018-02-11 22:15,3.89,89
2018-02-11 22:30,3.84,90
2018-02-11 22:45,4.5,87
2018-02-11 23:00,4.69,81
2018-02-11 23:15,4.73,80
2018-02-11 23:30,4.58,80
2018-02-11 23:45,4.32,80
2018-02-12 00:00,4.31,82
2018-02-12 00:15,4.29,84
2018-02-12 00:30,4.17,84
2018-02-12 00:45,4.05,85
2018-02-12 01:00,3.8,84
2018-02-12 01:15,4.04,83
2018-02-12 01:30,4.32,82
2018-02-12 01:45,4.31,81
2018-02-12 02:00,4.11,81
2018-02-12 02:15,3.9,80
2018-02-12 02:30,3.77,81
2018-02-12 02:45,3.72,81
2018-02-12 03:00,3.75,81
2018-02-12 03:15,3.85,81
2018-02-12 03:30,3.98,80
2018-02-12 03:45,4.06,80
2018-02-12 04:00,3.71,83
2018-02-12 04:15,3.43,85
2018-02-12 04:30,3.2,85
2018-02-12 04:45,3.22,84
2018-02-12 05:00,2.97,83
2018-02-12 05:15,2.96,83
2018-02-12 05:30,2.78,82
2018-02-12 05:45,2.46,82
2018-02-12 06:00,2.67,79
2018-02-12 06:15,1.9,82
2018-02-12 06:30,1.53,86
2018-02-12 06:45,1.44,85
2018-02-12 07:00,1.52,78
2018-02-12 07:15,1.26,76
2018-02-12 07:30,0.8,79
2018-02-12 07:45,0.35,83
2018-02-12 08:00,-0.14,85
2018-02-12 08:15,0.19,84
2018-02-12 08:30,0.82,78
2018-02-12 08:45,0.79,76
2018-02-12 09:00,1.08,75
2018-02-12 09:15,1.77,70
2018-02-12 09:30,2.16,65
2018-02-12 09:45,1.67,67
2018-02-12 10:00,2.76,63
2018-02-12 10:15,4.66,56
2018-02-12 10:30,5.8,53
2018-02-12 10:45,4.63,55
2018-02-12 11:00,5.4,52
2018-02-12 11:15,5.83,48
2018-02-12 11:30,5.98,48
2018-02-12 11:45,6.5,47
2018-02-12 12:00,7.48,45
2018-02-12 12:15,5.77,47
2018-02-12 12:30,6.86,47
2018-02-12 12:45,7.03,44
2018-02-12 13:00,7.44,44
2018-02-12 13:15,5.9,44
2018-02-12 13:30,4.81,44
2018-02-12 13:45,5.91,45
2018-02-12 14:00,7.16,45
2018-02-12 14:15,4.87,46
2018-02-12 14:30,7.11,41
2018-02-12 14:45,6.98,39
2018-02-12 15:00,4.58,43
2018-02-12 15:15,6.04,42
2018-02-12 15:30,6.27,40
2018-02-12 15:45,7.12,39
2018-02-12 16:00,7.74,40
2018-02-12 16:15,6.6,42
2018-02-12 16:30,4.58,42
2018-02-12 16:45,3.99,46
2018-02-12 17:00,3.49,48
2018-02-12 17:15,3.22,48
2018-02-12 17:30,2.81,49
2018-02-12 17:45,2.49,51
2018-02-12 18:00,2.42,48
2018-02-12 18:15,1.94,51
2018-02-12 18:30,1.51,54
2018-02-12 18:45,1.11,56
2018-02-12 19:00,0.89,56
2018-02-12 19:15,0.31,58
2018-02-12 19:30,0.19,58
2018-02-12 19:45,0.18,59
2018-02-12 20:00,0.02,60
2018-02-12 20:15,-0.21,61
2018-02-12 20:30,-0.24,62
2018-02-12 20:45,-0.54,63
2018-02-12 21:00,-0.61,63
2018-02-12 21:15,-0.43,62
2018-02-12 21:30,-0.43,61
2018-02-12 21:45,-0.78,63
2018-02-12 22:00,-1.01,65
2018-02-12 22:15,-0.68,64
2018-02-12 22:30,-0.82,66
2018-02-12 22:45,-1.04,67
2018-02-12 23:00,-1.11,68
2018-02-12 23:15,-1.12,67
2018-02-12 23:30,-1.05,66
2018-02-12 23:45,-1.11,66
2018-02-13 00:00,-1.33,67
2018-02-13 00:15,-1.3,66
2018-02-13 00:30,-1.41,66
2018-02-13 00:45,-1.54,66
2018-02-13 01:00,-1.38,67
2018-02-13 01:15,-1.45,67
2018-02-13 01:30,-1.59,67
2018-02-13 01:45,-1.71,68
2018-02-13 02:00,-1.85,69
2018-02-13 02:15,-1.62,68
2018-02-13 02:30,-1.82,69
2018-02-13 02:45,-2.14,71
2018-02-13 03:00,-2.27,71
2018-02-13 03:15,-2.14,72
2018-02-13 03:30,-2.39,73
2018-02-13 03:45,-2.62,75
2018-02-13 04:00,-2.73,76
2018-02-13 04:15,-3.15,76
2018-02-13 04:30,-3.32,76
2018-02-13 04:45,-3.58,77
2018-02-13 05:00,-3.91,78
2018-02-13 05:15,-3.74,78
2018-02-13 05:30,-3.88,78
2018-02-13 05:45,-4.11,78
2018-02-13 06:00,-3.99,79
2018-02-13 06:15,-3.98,77
2018-02-13 06:30,-3.97,77
2018-02-13 06:45,-4.06,77
2018-02-13 07:00,-4.3,77
2018-02-13 07:15,-4.41,77
2018-02-13 07:30,-4.68,78
2018-02-13 07:45,-4.17,77
2018-02-13 08:00,-3.75,75
2018-02-13 08:15,-3.65,76
2018-02-13 08:30,-3.47,77
2018-02-13 08:45,-3.09,77
2018-02-13 09:00,-2.74,75
2018-02-13 09:15,-2.28,72
2018-02-13 09:30,-1.37,62
2018-02-13 09:45,0.84,50
2018-02-13 10:00,1.76,49
2018-02-13 10:15,2.36,48
2018-02-13 10:30,2.78,50
2018-02-13 10:45,2.86,51
2018-02-13 11:00,2.72,46
2018-02-13 11:15,3.01,44
2018-02-13 11:30,3.22,46
2018-02-13 11:45,3.18,48
