# meteo data from ECHO meteo data at EPFL
# time is timestamp yyyy-mm-dd HH:MM
# T is air temperature in degree Celsius
# rh is relative humidity in %
time,T,rh
2018-02-26 23:00,-8.69,49
2018-02-26 23:15,-8.75,50
2018-02-26 23:30,-8.78,50
2018-02-26 23:45,-8.85,51
2018-02-27 00:00,-8.9,51
2018-02-27 00:15,-9,52
2018-02-27 00:30,-9.09,53
2018-02-27 00:45,-9.25,53
2018-02-27 01:00,-9.29,52
2018-02-27 01:15,-9.31,51
2018-02-27 01:30,-9.36,52
2018-02-27 01:45,-9.28,51
2018-02-27 02:00,-9.29,52
2018-02-27 02:15,-9.34,52
2018-02-27 02:30,-9.31,53
2018-02-27 02:45,-9.37,53
2018-02-27 03:00,-9.4,54
2018-02-27 03:15,-9.35,54
2018-02-27 03:30,-9.4,54
2018-02-27 03:45,-9.48,55
2018-02-27 04:00,-9.57,55
2018-02-27 04:15,-9.6,55
2018-02-27 04:30,-9.67,56
2018-02-27 04:45,-9.71,56
2018-02-27 05:00,-9.73,57
2018-02-27 05:15,-9.8,57
2018-02-27 05:30,-9.83,57
2018-02-27 05:45,-9.88,58
2018-02-27 06:00,-9.86,58
2018-02-27 06:15,-9.86,58
2018-02-27 06:30,-9.9,59
2018-02-27 06:45,-9.9,59
2018-02-27 07:00,-9.93,59
2018-02-27 07:15,-9.92,60
2018-02-27 07:30,-9.93,60
2018-02-27 07:45,-9.85,60
2018-02-27 08:00,-9.73,60
2018-02-27 08:15,-9.45,59
2018-02-27 08:30,-9.02,58
2018-02-27 08:45,-8.75,58
2018-02-27 09:00,-8.42,56
2018-02-27 09:15,-7.45,55
2018-02-27 09:30,-6.57,53
2018-02-27 09:45,-5.92,52
2018-02-27 10:00,-5.71,51
2018-02-27 10:15,-5.23,50
2018-02-27 10:30,-5.01,49
2018-02-27 10:45,-4.52,46
2018-02-27 11:00,-4.25,43
2018-02-27 11:15,-3.75,41
2018-02-27 11:30,-3.43,40
2018-02-27 11:45,-3.38,38
2018-02-27 12:00,-3.03,38
2018-02-27 12:15,-2.5,37
2018-02-27 12:30,-2.35,36
2018-02-27 12:45,-2.07,35
2018-02-27 13:00,-2.29,34
2018-02-27 13:15,-3.19,34
2018-02-27 13:30,-2.24,34
2018-02-27 13:45,-0.66,33
2018-02-27 14:00,-0.95,33
2018-02-27 14:15,-2.54,34
2018-02-27 14:30,-2.54,34
2018-02-27 14:45,-1.74,35
2018-02-27 15:00,-2.73,35
2018-02-27 15:15,-1.76,34
2018-02-27 15:30,-2.15,35
2018-02-27 15:45,-3.4,36
2018-02-27 16:00,-3.46,36
2018-02-27 16:15,-3.28,36
2018-02-27 16:30,-3.92,36
2018-02-27 16:45,-4.26,37
2018-02-27 17:00,-4.42,37
2018-02-27 17:15,-4.66,37
2018-02-27 17:30,-4.91,37
2018-02-27 17:45,-5.26,40
2018-02-27 18:00,-5.58,41
2018-02-27 18:15,-5.83,41
2018-02-27 18:30,-6.13,41
2018-02-27 18:45,-6.27,42
2018-02-27 19:00,-6.34,42
2018-02-27 19:15,-6.49,44
2018-02-27 19:30,-6.56,46
2018-02-27 19:45,-6.66,46
2018-02-27 20:00,-6.7,47
2018-02-27 20:15,-6.68,48
2018-02-27 20:30,-6.74,49
2018-02-27 20:45,-6.92,51
2018-02-27 21:00,-7.2,53
2018-02-27 21:15,-7.29,53
2018-02-27 21:30,-7.47,53
2018-02-27 21:45,-7.5,53
2018-02-27 22:00,-7.55,53
2018-02-27 22:15,-7.66,54
2018-02-27 22:30,-7.73,54
2018-02-27 22:45,-7.9,55
2018-02-27 23:00,-7.97,56
2018-02-27 23:15,-8.05,57
2018-02-27 23:30,-8.18,58
2018-02-27 23:45,-8.25,59
2018-02-28 00:00,-8.37,60
2018-02-28 00:15,-8.46,61
2018-02-28 00:30,-8.54,62
2018-02-28 00:45,-8.6,62
2018-02-28 01:00,-8.7,62
2018-02-28 01:15,-8.85,61
2018-02-28 01:30,-8.98,61
2018-02-28 01:45,-9.05,62
2018-02-28 02:00,-9.07,62
2018-02-28 02:15,-9.2,63
2018-02-28 02:30,-9.3,63
2018-02-28 02:45,-9.39,63
2018-02-28 03:00,-9.26,63
2018-02-28 03:15,-9.24,64
2018-02-28 03:30,-9.49,64
2018-02-28 03:45,-9.5,64
2018-02-28 04:00,-9.51,64
2018-02-28 04:15,-9.75,65
2018-02-28 04:30,-9.91,65
2018-02-28 04:45,-10.04,66
2018-02-28 05:00,-10.12,66
2018-02-28 05:15,-10.15,66
2018-02-28 05:30,-10.15,67
2018-02-28 05:45,-10.15,67
2018-02-28 06:00,-10.18,67
2018-02-28 06:15,-10.24,67
2018-02-28 06:30,-10.18,67
2018-02-28 06:45,-9.93,67
2018-02-28 07:00,-9.48,66
2018-02-28 07:15,-9.4,66
2018-02-28 07:30,-9.12,65
2018-02-28 07:45,-8.77,65
2018-02-28 08:00,-8.5,64
2018-02-28 08:15,-8.09,63
2018-02-28 08:30,-7.89,62
2018-02-28 08:45,-7.92,62
2018-02-28 09:00,-7.56,61
2018-02-28 09:15,-7.16,60
2018-02-28 09:30,-6.49,56
2018-02-28 09:45,-6.08,54
2018-02-28 10:00,-5.64,53
2018-02-28 10:15,-5.59,52
2018-02-28 10:30,-5.17,52
2018-02-28 10:45,-4.06,50
2018-02-28 11:00,-3.21,49
2018-02-28 11:15,-2.92,48
2018-02-28 11:30,-2.41,47
2018-02-28 11:45,-2.29,47
2018-02-28 12:00,-1.71,45
2018-02-28 12:15,-1.79,45
2018-02-28 12:30,-0.85,43
2018-02-28 12:45,-0.21,42
2018-02-28 13:00,0.35,40
2018-02-28 13:15,-0.1,43
2018-02-28 13:30,-0.46,45
2018-02-28 13:45,-0.37,41
2018-02-28 14:00,-0.06,40
2018-02-28 14:15,-0.32,40
2018-02-28 14:30,-0.7,39
2018-02-28 14:45,-0.82,39
2018-02-28 15:00,-0.71,40
2018-02-28 15:15,-0.85,42
2018-02-28 15:30,-0.76,43
2018-02-28 15:45,-0.94,43
2018-02-28 16:00,-1.13,42
2018-02-28 16:15,-1.1,41
2018-02-28 16:30,-1.05,41
2018-02-28 16:45,-1.12,42
2018-02-28 17:00,-1.08,43
2018-02-28 17:15,-1.02,43
2018-02-28 17:30,-1.03,44
2018-02-28 17:45,-1,44
2018-02-28 18:00,-1.01,44
2018-02-28 18:15,-1.06,44
2018-02-28 18:30,-1.09,45
2018-02-28 18:45,-1.1,46
2018-02-28 19:00,-1.06,46
2018-02-28 19:15,-1.05,46
2018-02-28 19:30,-1.06,47
2018-02-28 19:45,-1.09,47
2018-02-28 20:00,-1.11,47
2018-02-28 20:15,-1.2,47
2018-02-28 20:30,-1.22,47
2018-02-28 20:45,-1.32,47
2018-02-28 21:00,-1.47,48
2018-02-28 21:15,-1.59,48
2018-02-28 21:30,-1.77,49
2018-02-28 21:45,-1.91,51
2018-02-28 22:00,-2.02,51
2018-02-28 22:15,-2.05,53
2018-02-28 22:30,-2.01,53
2018-02-28 22:45,-1.86,53
2018-02-28 23:00,-1.78,54
2018-02-28 23:15,-1.9,55
2018-02-28 23:30,-1.99,55
2018-02-28 23:45,-2.14,56
2018-03-01 00:00,-2.23,57
2018-03-01 00:15,-2.2,58
2018-03-01 00:30,-2.37,60
2018-03-01 00:45,-2.63,63
2018-03-01 01:00,-2.86,65
2018-03-01 01:15,-3.06,68
2018-03-01 01:30,-3.21,71
2018-03-01 01:45,-3.41,76
2018-03-01 02:00,-3.62,79
2018-03-01 02:15,-3.78,82
2018-03-01 02:30,-4,86
2018-03-01 02:45,-4.11,89
2018-03-01 03:00,-4.17,90
2018-03-01 03:15,-4.17,90
2018-03-01 03:30,-4.17,90
2018-03-01 03:45,-4.23,90
2018-03-01 04:00,-4.22,90
2018-03-01 04:15,-4.16,89
2018-03-01 04:30,-4.23,89
2018-03-01 04:45,-4.44,90
2018-03-01 05:00,-4.49,92
2018-03-01 05:15,-4.46,92
2018-03-01 05:30,-4.54,92
2018-03-01 05:45,-4.48,93
2018-03-01 06:00,-4.41,93
2018-03-01 06:15,-4.39,93
2018-03-01 06:30,-4.33,94
2018-03-01 06:45,-4.19,94
2018-03-01 07:00,-4.09,94
2018-03-01 07:15,-4.11,94
2018-03-01 07:30,-4.09,94
2018-03-01 07:45,-4.08,94
2018-03-01 08:00,-4.01,94
2018-03-01 08:15,-3.99,94
2018-03-01 08:30,-4.03,94
2018-03-01 08:45,-4.06,95
2018-03-01 09:00,-4.01,95
2018-03-01 09:15,-3.97,95
2018-03-01 09:30,-3.86,95
2018-03-01 09:45,-3.6,95
2018-03-01 10:00,-3.41,95
2018-03-01 10:15,-2.82,96
2018-03-01 10:30,-2.47,96
2018-03-01 10:45,-2.24,96
2018-03-01 11:00,-2.1,96
2018-03-01 11:15,-1.74,96
2018-03-01 11:30,-1.45,96
2018-03-01 11:45,-1.21,97
2018-03-01 12:00,-1.21,97
2018-03-01 12:15,-0.94,97
2018-03-01 12:30,-0.47,97
2018-03-01 12:45,-0.14,98
2018-03-01 13:00,0.04,98
2018-03-01 13:15,0.26,98
2018-03-01 13:30,0.29,98
2018-03-01 13:45,0.43,98
2018-03-01 14:00,0.39,98
2018-03-01 14:15,0.01,98
2018-03-01 14:30,0.15,98
2018-03-01 14:45,0.11,98
2018-03-01 15:00,0.16,98
2018-03-01 15:15,0.7,98
2018-03-01 15:30,0.66,98
2018-03-01 15:45,0.29,97
2018-03-01 16:00,0.08,96
2018-03-01 16:15,-0.18,95
2018-03-01 16:30,-0.06,94
2018-03-01 16:45,0,93
2018-03-01 17:00,-0.24,91
2018-03-01 17:15,-0.49,91
2018-03-01 17:30,-0.38,91
2018-03-01 17:45,-0.75,90
2018-03-01 18:00,-1.08,89
2018-03-01 18:15,-1.37,88
2018-03-01 18:30,-1.41,88
2018-03-01 18:45,-1.51,88
2018-03-01 19:00,-1.62,87
2018-03-01 19:15,-1.66,87
2018-03-01 19:30,-1.57,87
2018-03-01 19:45,-1.57,86
2018-03-01 20:00,-1.52,86
2018-03-01 20:15,-1.51,86
2018-03-01 20:30,-1.8,86
2018-03-01 20:45,-2.2,85
2018-03-01 21:00,-2.38,85
2018-03-01 21:15,-2.51,85
2018-03-01 21:30,-2.63,85
2018-03-01 21:45,-2.71,84
2018-03-01 22:00,-2.75,84
2018-03-01 22:15,-2.77,84
2018-03-01 22:30,-2.75,84
2018-03-01 22:45,-2.73,84
2018-03-01 23:00,-2.69,84
2018-03-01 23:15,-2.68,83
2018-03-01 23:30,-2.73,83
2018-03-01 23:45,-2.88,82
2018-03-02 00:00,-3.08,82
2018-03-02 00:15,-3.28,82
2018-03-02 00:30,-3.43,82
2018-03-02 00:45,-3.61,82
2018-03-02 01:00,-3.82,82
2018-03-02 01:15,-3.94,83
2018-03-02 01:30,-3.81,83
2018-03-02 01:45,-3.5,83
2018-03-02 02:00,-3.62,83
2018-03-02 02:15,-3.96,82
2018-03-02 02:30,-4.09,82
2018-03-02 02:45,-4.2,83
2018-03-02 03:00,-4.27,83
2018-03-02 03:15,-4.34,83
2018-03-02 03:30,-4.39,83
2018-03-02 03:45,-4.42,83
2018-03-02 04:00,-4.31,82
2018-03-02 04:15,-4.11,83
2018-03-02 04:30,-4,83
2018-03-02 04:45,-3.78,83
2018-03-02 05:00,-3.61,83
2018-03-02 05:15,-3.47,83
2018-03-02 05:30,-3.33,83
2018-03-02 05:45,-3.24,83
2018-03-02 06:00,-3.16,83
2018-03-02 06:15,-3.02,82
2018-03-02 06:30,-3.02,82
2018-03-02 06:45,-3.11,82
2018-03-02 07:00,-3.18,82
2018-03-02 07:15,-3.16,83
2018-03-02 07:30,-3.05,82
2018-03-02 07:45,-2.81,82
2018-03-02 08:00,-2.57,81
2018-03-02 08:15,-2.29,81
2018-03-02 08:30,-1.9,80
2018-03-02 08:45,-1.83,79
2018-03-02 09:00,-2.09,80
2018-03-02 09:15,-2.47,79
2018-03-02 09:30,-2.36,77
2018-03-02 09:45,-2.37,80
2018-03-02 10:00,-2.65,83
2018-03-02 10:15,-2.72,86
2018-03-02 10:30,-2.47,88
2018-03-02 10:45,-2.19,90
2018-03-02 11:00,-1.88,91
2018-03-02 11:15,-1.46,91
2018-03-02 11:30,-1.04,92
2018-03-02 11:45,-0.7,92
2018-03-02 12:00,-0.38,92
2018-03-02 12:15,-0.06,93
2018-03-02 12:30,0.43,93
2018-03-02 12:45,0.69,93
2018-03-02 13:00,0.71,93
2018-03-02 13:15,1.07,93
2018-03-02 13:30,1,93
2018-03-02 13:45,1.1,93
2018-03-02 14:00,0.98,93
2018-03-02 14:15,0.98,93
2018-03-02 14:30,1.44,93
2018-03-02 14:45,1.73,92
2018-03-02 15:00,1.92,91
2018-03-02 15:15,2.15,90
2018-03-02 15:30,2.4,89
2018-03-02 15:45,2.58,89
2018-03-02 16:00,2.9,88
2018-03-02 16:15,2.87,89
2018-03-02 16:30,2.87,89
2018-03-02 16:45,2.93,89
2018-03-02 17:00,3.12,88
2018-03-02 17:15,3.4,85
2018-03-02 17:30,3.3,85
2018-03-02 17:45,3.17,84
2018-03-02 18:00,2.4,85
2018-03-02 18:15,1.53,85
2018-03-02 18:30,0.57,87
2018-03-02 18:45,-0.03,89
2018-03-02 19:00,-0.62,91
2018-03-02 19:15,-0.97,92
2018-03-02 19:30,-1.18,93
2018-03-02 19:45,-1.6,94
2018-03-02 20:00,-1.67,94
2018-03-02 20:15,-2.03,95
2018-03-02 20:30,-2.52,95
2018-03-02 20:45,-2.65,95
2018-03-02 21:00,-2.76,96
2018-03-02 21:15,-2.65,96
2018-03-02 21:30,-2.7,96
2018-03-02 21:45,-2.98,97
2018-03-02 22:00,-3.38,97
2018-03-02 22:15,-3.49,97
2018-03-02 22:30,-3.68,97
2018-03-02 22:45,-3.5,97
2018-03-02 23:00,-3.44,97
2018-03-02 23:15,-2.92,98
2018-03-02 23:30,-3.06,98
2018-03-02 23:45,-2.9,98
2018-03-03 00:00,-2.77,98
2018-03-03 00:15,-2.35,98
2018-03-03 00:30,-2.13,98
2018-03-03 00:45,-1.95,98
2018-03-03 01:00,-1.78,98
2018-03-03 01:15,-1.52,98
2018-03-03 01:30,-1.76,98
2018-03-03 01:45,-1.85,99
2018-03-03 02:00,-2.04,99
2018-03-03 02:15,-2.17,99
2018-03-03 02:30,-2.15,98
2018-03-03 02:45,-2.04,98
2018-03-03 03:00,-1.72,98
2018-03-03 03:15,-1.63,97
2018-03-03 03:30,-1.75,96
2018-03-03 03:45,-1.56,96
2018-03-03 04:00,-1.3,96
2018-03-03 04:15,-0.99,95
2018-03-03 04:30,-0.79,95
2018-03-03 04:45,-0.67,95
2018-03-03 05:00,-0.65,95
2018-03-03 05:15,-0.51,95
2018-03-03 05:30,-0.36,93
2018-03-03 05:45,-0.29,93
2018-03-03 06:00,-0.31,92
2018-03-03 06:15,-0.21,93
2018-03-03 06:30,-0.2,93
2018-03-03 06:45,-0.27,93
2018-03-03 07:00,-0.33,93
2018-03-03 07:15,-0.38,93
2018-03-03 07:30,-0.32,93
2018-03-03 07:45,-0.21,93
2018-03-03 08:00,-0.02,92
2018-03-03 08:15,0.17,92
2018-03-03 08:30,0.44,91
2018-03-03 08:45,0.64,90
2018-03-03 09:00,0.9,89
2018-03-03 09:15,1.15,88
2018-03-03 09:30,1.49,88
2018-03-03 09:45,1.62,88
2018-03-03 10:00,1.92,88
2018-03-03 10:15,2.36,87
2018-03-03 10:30,2.26,88
2018-03-03 10:45,2.3,88
2018-03-03 11:00,2.37,88
2018-03-03 11:15,2.24,88
2018-03-03 11:30,2.49,88
2018-03-03 11:45,2.9,87
2018-03-03 12:00,2.64,86
2018-03-03 12:15,2.69,86
2018-03-03 12:30,2.49,88
2018-03-03 12:45,2.35,90
2018-03-03 13:00,2.35,92
2018-03-03 13:15,2.36,93
2018-03-03 13:30,2.45,93
2018-03-03 13:45,2.33,94
2018-03-03 14:00,2.4,94
2018-03-03 14:15,2.54,94
2018-03-03 14:30,2.51,95
2018-03-03 14:45,2.55,95
2018-03-03 15:00,2.63,95
2018-03-03 15:15,2.79,95
2018-03-03 15:30,2.97,95
2018-03-03 15:45,3.02,95
2018-03-03 16:00,3,95
2018-03-03 16:15,2.8,95
2018-03-03 16:30,2.69,95
2018-03-03 16:45,2.76,95
2018-03-03 17:00,2.81,96
2018-03-03 17:15,2.92,96
2018-03-03 17:30,2.93,95
2018-03-03 17:45,3.06,95
2018-03-03 18:00,3.09,95
2018-03-03 18:15,2.8,95
2018-03-03 18:30,2.47,95
2018-03-03 18:45,2.29,95
2018-03-03 19:00,2.3,96
2018-03-03 19:15,2.29,96
2018-03-03 19:30,2.21,96
2018-03-03 19:45,2.36,96
2018-03-03 20:00,2.68,97
2018-03-03 20:15,2.61,97
2018-03-03 20:30,2.39,97
2018-03-03 20:45,2.43,97
2018-03-03 21:00,2.35,97
2018-03-03 21:15,2.24,97
2018-03-03 21:30,1.47,98
2018-03-03 21:45,1.59,98
2018-03-03 22:00,1.21,98
2018-03-03 22:15,0.75,98
2018-03-03 22:30,0.52,98
2018-03-03 22:45,0.85,99
2018-03-03 23:00,1.01,99
2018-03-03 23:15,1.04,99
2018-03-03 23:30,1.11,99
2018-03-03 23:45,1.32,100
2018-03-04 00:00,1.71,100
2018-03-04 00:15,1.55,100
2018-03-04 00:30,1.4,100
2018-03-04 00:45,1.59,100
2018-03-04 01:00,2.17,100
2018-03-04 01:15,2.27,100
2018-03-04 01:30,1.62,100
2018-03-04 01:45,1.1,100
2018-03-04 02:00,1.09,100
2018-03-04 02:15,1,100
2018-03-04 02:30,0.35,100
2018-03-04 02:45,0.22,100
2018-03-04 03:00,0.59,100
2018-03-04 03:15,1.24,100
2018-03-04 03:30,1.51,100
2018-03-04 03:45,1.61,100
2018-03-04 04:00,1.7,100
2018-03-04 04:15,1.5,100
2018-03-04 04:30,1.19,100
2018-03-04 04:45,1.3,100
2018-03-04 05:00,0.84,100
2018-03-04 05:15,0.42,100
2018-03-04 05:30,0.7,100
2018-03-04 05:45,0.61,100
2018-03-04 06:00,0.53,100
2018-03-04 06:15,0.52,100
2018-03-04 06:30,0.51,100
2018-03-04 06:45,0.37,100
2018-03-04 07:00,0.27,100
2018-03-04 07:15,0.19,100
2018-03-04 07:30,0.27,100
2018-03-04 07:45,0.59,100
2018-03-04 08:00,0.72,100
2018-03-04 08:15,0.9,100
2018-03-04 08:30,1.17,100
2018-03-04 08:45,1.38,100
2018-03-04 09:00,1.57,100
2018-03-04 09:15,1.87,100
2018-03-04 09:30,2.01,99
2018-03-04 09:45,2.57,99
2018-03-04 10:00,2.96,98
2018-03-04 10:15,4.52,95
2018-03-04 10:30,5.57,90
2018-03-04 10:45,5.79,88
2018-03-04 11:00,6,88
2018-03-04 11:15,6.49,86
2018-03-04 11:30,7.77,85
2018-03-04 11:45,8.21,84
2018-03-04 12:00,7.89,83
2018-03-04 12:15,8.41,81
2018-03-04 12:30,8.91,80
2018-03-04 12:45,8.02,83
2018-03-04 13:00,7.47,82
2018-03-04 13:15,7.63,82
2018-03-04 13:30,7.23,82
2018-03-04 13:45,6.77,82
2018-03-04 14:00,6.57,83
2018-03-04 14:15,6.76,84
2018-03-04 14:30,7.18,83
2018-03-04 14:45,6.9,82
2018-03-04 15:00,6.37,82
2018-03-04 15:15,5.83,83
2018-03-04 15:30,6.07,83
2018-03-04 15:45,6.17,82
2018-03-04 16:00,6.4,81
2018-03-04 16:15,6.06,81
2018-03-04 16:30,5.84,82
2018-03-04 16:45,5.57,82
2018-03-04 17:00,5.19,82
2018-03-04 17:15,5.15,82
2018-03-04 17:30,4.93,82
2018-03-04 17:45,4.67,83
2018-03-04 18:00,4.39,84
2018-03-04 18:15,4.17,85
2018-03-04 18:30,4.02,86
2018-03-04 18:45,3.91,87
2018-03-04 19:00,3.78,87
2018-03-04 19:15,3.6,88
2018-03-04 19:30,3.43,89
2018-03-04 19:45,3.47,90
2018-03-04 20:00,3.88,92
2018-03-04 20:15,3.83,93
2018-03-04 20:30,3.81,94
2018-03-04 20:45,3.98,95
2018-03-04 21:00,3.8,96
2018-03-04 21:15,3.61,96
2018-03-04 21:30,3.73,97
2018-03-04 21:45,3.8,98
2018-03-04 22:00,3.68,98
2018-03-04 22:15,3.68,98
2018-03-04 22:30,3.73,99
2018-03-04 22:45,3.78,99
2018-03-04 23:00,3.62,100
2018-03-04 23:15,3.92,100
2018-03-04 23:30,3.88,100
2018-03-04 23:45,4.01,100
2018-03-05 00:00,3.74,100
2018-03-05 00:15,3.71,100
2018-03-05 00:30,3.76,100
2018-03-05 00:45,3.58,100
2018-03-05 01:00,3.81,100
2018-03-05 01:15,4.17,100
2018-03-05 01:30,4.18,100
2018-03-05 01:45,4.17,100
2018-03-05 02:00,4.23,100
2018-03-05 02:15,4.19,100
2018-03-05 02:30,4.23,100
2018-03-05 02:45,4.06,100
2018-03-05 03:00,3.59,100
2018-03-05 03:15,3.08,100
2018-03-05 03:30,3.06,100
2018-03-05 03:45,3.15,100
2018-03-05 04:00,3.26,100
2018-03-05 04:15,3.28,100
2018-03-05 04:30,3.21,100
2018-03-05 04:45,2.85,100
2018-03-05 05:00,2.45,100
2018-03-05 05:15,2.16,100
2018-03-05 05:30,2.19,100
2018-03-05 05:45,2.28,100
2018-03-05 06:00,2.36,100
2018-03-05 06:15,2.61,100
2018-03-05 06:30,2.6,100
2018-03-05 06:45,2.6,100
2018-03-05 07:00,2.81,100
2018-03-05 07:15,2.79,100
2018-03-05 07:30,2.88,100
2018-03-05 07:45,2.9,100
2018-03-05 08:00,3.08,100
2018-03-05 08:15,3.59,100
2018-03-05 08:30,3.79,100
2018-03-05 08:45,3.99,100
2018-03-05 09:00,4.06,100
2018-03-05 09:15,4.36,100
2018-03-05 09:30,5.07,100
2018-03-05 09:45,5.85,98
2018-03-05 10:00,6.7,95
2018-03-05 10:15,6.4,92
2018-03-05 10:30,6.77,91
2018-03-05 10:45,8.34,87
2018-03-05 11:00,7.6,87
2018-03-05 11:15,7.37,88
2018-03-05 11:30,8.59,86
2018-03-05 11:45,8.47,84
2018-03-05 12:00,8.8,83
2018-03-05 12:15,10.19,79
2018-03-05 12:30,10.93,77
2018-03-05 12:45,11,75
2018-03-05 13:00,9.74,76
2018-03-05 13:15,10.58,75
2018-03-05 13:30,10.62,75
2018-03-05 13:45,8.81,80
2018-03-05 14:00,8.23,83
2018-03-05 14:15,8.53,83
2018-03-05 14:30,8.48,83
2018-03-05 14:45,9.08,82
2018-03-05 15:00,9.6,80
2018-03-05 15:15,8.8,78
2018-03-05 15:30,9.11,77
2018-03-05 15:45,9.02,77
2018-03-05 16:00,8.97,76
2018-03-05 16:15,9.33,75
2018-03-05 16:30,8.71,75
2018-03-05 16:45,7.91,78
2018-03-05 17:00,7.45,78
2018-03-05 17:15,7.38,78
2018-03-05 17:30,7.06,76
2018-03-05 17:45,6.82,76
2018-03-05 18:00,6.47,76
2018-03-05 18:15,5.78,81
2018-03-05 18:30,5.32,86
2018-03-05 18:45,5.04,89
2018-03-05 19:00,4.76,90
2018-03-05 19:15,4.44,92
2018-03-05 19:30,4.11,93
2018-03-05 19:45,4.2,94
2018-03-05 20:00,4.28,95
2018-03-05 20:15,4.19,95
2018-03-05 20:30,3.98,96
2018-03-05 20:45,3.67,96
2018-03-05 21:00,3.52,96
2018-03-05 21:15,3.19,96
2018-03-05 21:30,3.07,96
2018-03-05 21:45,3.04,96
2018-03-05 22:00,2.58,97
2018-03-05 22:15,2.83,97
2018-03-05 22:30,2.94,97
2018-03-05 22:45,2.68,97
2018-03-05 23:00,2.45,97
2018-03-05 23:15,2.44,97
2018-03-05 23:30,2.46,97
2018-03-05 23:45,2.42,97
2018-03-06 00:00,2.36,97
2018-03-06 00:15,2.65,97
2018-03-06 00:30,2.48,96
2018-03-06 00:45,2.35,96
2018-03-06 01:00,2.35,96
2018-03-06 01:15,2.61,96
2018-03-06 01:30,2.74,96
2018-03-06 01:45,2.53,96
2018-03-06 02:00,2.55,96
2018-03-06 02:15,2.57,96
2018-03-06 02:30,2.78,96
2018-03-06 02:45,2.8,96
2018-03-06 03:00,2.87,95
2018-03-06 03:15,2.9,95
2018-03-06 03:30,2.86,95
2018-03-06 03:45,2.9,95
2018-03-06 04:00,2.92,95
2018-03-06 04:15,3.07,95
2018-03-06 04:30,3.12,95
2018-03-06 04:45,3.13,95
2018-03-06 05:00,3.31,95
2018-03-06 05:15,3.49,95
2018-03-06 05:30,3.74,95
2018-03-06 05:45,3.66,96
2018-03-06 06:00,3.52,96
2018-03-06 06:15,3.67,97
2018-03-06 06:30,3.76,97
2018-03-06 06:45,4.09,98
2018-03-06 07:00,4.12,98
2018-03-06 07:15,4.39,99
2018-03-06 07:30,4.27,99
2018-03-06 07:45,4.28,100
2018-03-06 08:00,4.54,100
2018-03-06 08:15,4.48,100
2018-03-06 08:30,4.62,100
2018-03-06 08:45,4.61,100
2018-03-06 09:00,4.67,100
2018-03-06 09:15,4.8,100
2018-03-06 09:30,4.98,100
2018-03-06 09:45,5.09,100
2018-03-06 10:00,5.19,100
2018-03-06 10:15,5.31,100
2018-03-06 10:30,5.56,100
2018-03-06 10:45,5.6,100
2018-03-06 11:00,5.29,100
2018-03-06 11:15,5.53,100
2018-03-06 11:30,5.95,100
2018-03-06 11:45,5.98,100
2018-03-06 12:00,5.99,100
2018-03-06 12:15,6.18,100
2018-03-06 12:30,6.71,99
2018-03-06 12:45,7.17,98
2018-03-06 13:00,7.43,96
2018-03-06 13:15,7.1,92
2018-03-06 13:30,6.82,90
2018-03-06 13:45,6.62,89
2018-03-06 14:00,6.31,90
2018-03-06 14:15,6.45,90
2018-03-06 14:30,6.6,91
2018-03-06 14:45,6.68,91
2018-03-06 15:00,6.67,91
2018-03-06 15:15,6.72,91
2018-03-06 15:30,6.74,91
2018-03-06 15:45,6.42,91
2018-03-06 16:00,6.26,92
2018-03-06 16:15,6.35,93
2018-03-06 16:30,6.48,94
2018-03-06 16:45,6.45,94
2018-03-06 17:00,6.46,95
2018-03-06 17:15,6.36,96
2018-03-06 17:30,6.31,96
2018-03-06 17:45,6.28,96
2018-03-06 18:00,6.18,96
2018-03-06 18:15,6.09,97
2018-03-06 18:30,5.92,97
2018-03-06 18:45,5.91,97
2018-03-06 19:00,5.89,97
2018-03-06 19:15,5.58,98
2018-03-06 19:30,5.4,98
2018-03-06 19:45,5.58,99
2018-03-06 20:00,5.67,99
2018-03-06 20:15,5.64,99
2018-03-06 20:30,5.75,100
2018-03-06 20:45,5.75,100
2018-03-06 21:00,5.23,100
2018-03-06 21:15,5.31,100
2018-03-06 21:30,4.98,100
2018-03-06 21:45,4.36,100
2018-03-06 22:00,4.23,100
2018-03-06 22:15,4.58,100
2018-03-06 22:30,5.19,100
2018-03-06 22:45,4.95,100
2018-03-06 23:00,4.72,100
2018-03-06 23:15,4.88,100
2018-03-06 23:30,5.05,100
2018-03-06 23:45,4.63,100
2018-03-07 00:00,4.51,99
2018-03-07 00:15,4.38,98
2018-03-07 00:30,4.25,98
2018-03-07 00:45,4,98
2018-03-07 01:00,3.89,98
2018-03-07 01:15,4.03,98
2018-03-07 01:30,4.08,98
2018-03-07 01:45,4.47,98
2018-03-07 02:00,4.56,98
2018-03-07 02:15,4.41,98
2018-03-07 02:30,4.47,98
2018-03-07 02:45,4.58,98
2018-03-07 03:00,4.57,99
2018-03-07 03:15,4.61,99
2018-03-07 03:30,4.49,99
2018-03-07 03:45,4.39,99
2018-03-07 04:00,4.47,99
2018-03-07 04:15,4.5,99
2018-03-07 04:30,4.49,98
2018-03-07 04:45,4.51,97
2018-03-07 05:00,4.61,96
2018-03-07 05:15,4.63,94
2018-03-07 05:30,4.62,93
2018-03-07 05:45,4.66,93
2018-03-07 06:00,4.7,92
